id,straight_distance,network_distance,weekly_pa,sex,age,ses
3475,297,458,314,Male,71,I
3476,1000,1448,307,Female,54,IV
3477,400,676,316,Male,50,I
3478,872,1237,256,Female,21,I
3479,307,529,303,Female,57,IV
3480,843,1170,303,Female,51,IV
3481,276,712,308,Female,28,III
3482,161,161,273,Male,46,II
3483,309,768,276,Female,62,V
3484,843,1065,224,Female,66,I
3485,715,794,260,Male,56,I
3486,249,682,307,Male,47,III
3487,103,534,270,Male,29,IV
3488,257,733,287,Female,45,IV
3489,108,411,365,Male,44,IV
3490,222,414,308,Male,59,V
3491,447,698,361,Female,55,IV
3492,809,1113,233,Female,49,IV
3493,414,752,278,Male,57,V
3494,683,959,237,Female,33,IV
3495,135,483,279,Female,36,IV
3496,143,560,312,Male,55,III
3497,397,487,272,Male,45,I
3498,206,458,267,Female,61,II
3499,1000,1298,273,Male,49,IV
3500,172,502,327,Female,54,I
3501,219,618,256,Male,63,V
3502,199,199,286,Male,56,V
3503,114,409,295,Female,25,V
3504,235,534,324,Male,39,II
3505,99,271,302,Female,45,III
3506,347,347,311,Female,21,IV
3507,546,1055,294,Male,51,IV
3508,231,428,342,Female,61,V
3509,397,644,239,Male,46,III
3510,637,1088,283,Male,51,II
3511,64,165,274,Male,55,III
3512,559,897,281,Female,32,V
3513,119,571,279,Female,49,II
3514,296,354,276,Female,57,III
3515,218,479,286,Male,42,IV
3516,81,267,305,Male,35,V
3517,407,673,213,Male,54,IV
3518,173,398,258,Female,53,V
3519,352,670,330,Male,35,II
3520,137,434,301,Female,34,II
3521,718,975,279,Female,45,I
3522,338,724,260,Male,37,IV
3523,74,308,303,Female,52,III
3524,1000,1156,316,Female,61,III
3525,373,757,302,Female,56,III
3526,474,1082,284,Male,18,II
3527,536,727,323,Female,66,II
3528,500,500,283,Male,38,IV
3529,187,495,304,Female,53,III
3530,248,265,300,Female,29,IV
3531,155,296,309,Male,45,IV
3532,364,693,297,Female,50,II
3533,298,743,411,Female,35,II
3534,244,479,303,Female,69,II
3535,98,265,304,Male,31,III
3536,257,751,292,Male,50,V
3537,454,879,286,Male,38,II
3538,290,378,310,Male,60,V
3539,1000,1214,315,Female,33,IV
3540,177,918,264,Female,47,IV
3541,148,490,299,Male,40,III
3542,357,357,267,Female,62,II
3543,463,759,296,Female,26,I
3544,153,391,300,Male,32,IV
3545,869,1382,288,Female,53,II
3546,414,894,295,Male,54,V
3547,304,464,309,Male,57,V
3548,74,189,292,Male,44,II
3549,190,430,282,Male,36,I
3550,575,888,295,Female,56,IV
3551,369,649,282,Male,53,III
3552,430,497,314,Male,29,II
3553,276,555,246,Female,29,V
3554,170,685,301,Female,46,III
3555,152,440,276,Female,36,IV
3556,515,534,300,Male,50,V
3557,121,288,297,Female,39,I
3558,311,882,256,Male,46,II
3559,148,553,305,Female,44,II
3560,131,459,245,Male,64,I
3561,119,511,288,Male,53,V
3562,191,540,352,Female,49,V
3563,186,396,281,Female,65,I
3564,489,694,239,Male,50,I
3565,521,624,338,Male,46,III
3566,244,608,288,Male,43,IV
3567,696,770,283,Male,61,V
3568,175,524,259,Male,51,IV
3569,222,674,335,Female,40,I
3570,606,732,259,Male,39,IV
3571,212,483,275,Female,43,IV
3572,355,990,283,Male,43,I
3573,827,943,249,Male,64,I
3574,173,719,331,Female,53,II
3575,323,744,267,Male,60,II
3576,864,1114,249,Male,31,IV
3577,1000,1458,248,Female,46,II
3578,261,803,297,Female,73,V
3579,403,487,297,Female,68,V
3580,441,1002,277,Female,43,IV
3581,451,564,333,Male,34,V
3582,195,373,283,Female,55,II
3583,663,1026,265,Male,52,I
3584,530,814,296,Male,55,V
3585,611,863,297,Male,43,V
3586,91,270,308,Male,51,III
3587,131,631,259,Male,23,IV
3588,668,691,280,Male,48,IV
3589,531,863,271,Male,31,I
3590,645,791,315,Female,46,I
3591,167,305,289,Female,56,III
3592,539,1021,276,Male,66,II
3593,350,633,296,Male,48,II
3594,244,536,282,Male,69,II
3595,79,556,293,Female,47,V
3596,1000,1445,334,Male,64,II
3597,360,433,268,Female,72,II
3598,48,447,293,Female,49,V
3599,235,694,246,Female,41,IV
3600,177,418,232,Female,48,IV
3601,315,696,253,Male,57,III
3602,403,743,313,Male,54,III
3603,317,581,285,Female,58,IV
3604,481,844,269,Female,58,I
3605,308,866,336,Female,42,I
3606,403,682,288,Female,54,II
3607,658,865,267,Female,48,II
3608,59,334,297,Female,51,I
3609,73,616,292,Female,39,V
3610,95,484,303,Female,49,IV
3611,698,1289,234,Female,40,V
3612,341,456,278,Female,60,IV
3613,735,1141,275,Male,51,V
3614,622,774,263,Female,61,V
3615,140,354,318,Female,22,IV
3616,459,658,331,Male,65,V
3617,1000,1392,191,Female,59,IV
3618,588,950,297,Female,40,III
3619,1000,1350,272,Female,59,V
3620,751,1336,260,Male,52,I
3621,357,678,301,Female,51,I
3622,426,527,319,Female,36,V
3623,364,717,278,Male,51,IV
3624,102,102,284,Male,61,V
3625,195,428,278,Female,54,III
3626,751,949,251,Female,63,IV
3627,117,340,301,Male,56,II
3628,230,446,245,Female,53,I
3629,114,233,344,Female,52,IV
3630,76,578,318,Male,81,III
3631,319,774,337,Female,30,III
3632,366,707,255,Female,56,V
3633,45,236,264,Male,38,I
3634,69,421,286,Female,46,III
3635,377,723,266,Female,57,V
3636,695,1012,292,Female,61,I
3637,249,651,361,Male,43,I
3638,138,506,287,Male,63,V
3639,176,436,299,Female,71,III
3640,252,252,290,Male,45,II
3641,259,538,329,Male,44,V
3642,290,874,269,Male,74,V
3643,252,728,274,Male,50,V
3644,361,517,261,Female,41,V
3645,316,784,268,Male,60,V
3646,289,563,319,Female,44,I
3647,89,89,322,Male,60,II
3648,141,231,354,Female,59,II
3649,513,896,301,Male,51,V
3650,161,507,305,Male,47,V
3651,148,314,280,Male,42,III
3652,79,263,260,Female,67,I
3653,324,469,267,Female,49,IV
3654,283,695,272,Female,52,I
3655,499,897,296,Male,58,I
3656,463,1079,298,Male,65,V
3657,221,437,269,Female,55,V
3658,155,480,308,Female,35,IV
3659,185,448,273,Female,49,II
3660,581,858,259,Male,48,II
3661,199,443,297,Female,58,III
3662,265,599,286,Male,49,II
3663,687,1277,251,Male,70,V
3664,235,685,314,Male,35,V
3665,362,604,282,Male,38,III
3666,547,833,321,Female,52,IV
3667,310,590,205,Male,57,III
3668,427,610,315,Female,47,V
3669,272,758,330,Female,40,IV
3670,209,445,279,Male,67,V
3671,250,250,313,Female,58,III
3672,1000,1256,288,Male,53,II
3673,1000,1589,302,Female,37,I
3674,124,291,261,Female,52,II
3675,97,380,331,Male,64,III
3676,100,363,298,Male,30,III
3677,769,1113,249,Female,62,I
3678,354,639,304,Female,69,III
3679,262,597,258,Female,44,II
3680,421,679,290,Male,35,IV
3681,160,160,293,Female,43,III
3682,211,716,250,Male,60,IV
3683,597,868,267,Male,50,V
3684,700,732,277,Female,43,I
3685,129,232,266,Female,61,IV
3686,356,642,299,Male,63,II
3687,234,652,269,Male,71,III
3688,135,319,271,Female,39,II
3689,66,429,292,Female,61,V
3690,210,651,300,Male,41,V
3691,309,604,273,Female,50,V
3692,221,499,280,Female,50,II
3693,189,525,255,Male,32,II
3694,256,757,241,Male,39,IV
3695,232,794,322,Male,60,III
3696,268,369,321,Male,55,I
3697,231,745,275,Male,38,I
3698,219,638,238,Male,44,I
3699,318,428,329,Female,42,IV
3700,185,737,255,Female,41,V
3701,316,574,280,Male,57,III
3702,111,596,260,Female,18,II
3703,443,678,281,Female,57,V
3704,285,442,266,Female,49,II
3705,55,641,283,Male,55,III
3706,181,259,267,Male,48,V
3707,144,618,237,Female,69,IV
3708,159,353,320,Male,27,II
3709,330,704,290,Female,59,III
3710,585,1160,262,Male,37,II
3711,810,1004,284,Male,65,III
3712,346,930,305,Male,48,IV
3713,230,656,270,Male,44,III
3714,337,502,336,Male,52,V
3715,235,756,316,Male,66,IV
3716,295,715,215,Male,45,V
3717,399,868,275,Female,45,IV
3718,203,400,302,Male,60,III
3719,153,268,274,Male,68,I
3720,55,255,306,Male,44,I
3721,1000,1355,226,Male,41,III
3722,864,1184,226,Male,58,IV
3723,538,918,264,Male,65,I
3724,196,519,311,Female,48,IV
3725,465,1003,256,Female,41,III
3726,881,1197,237,Female,52,II
3727,588,626,299,Female,49,III
3728,813,1225,343,Male,51,V
3729,709,1051,270,Female,41,I
3730,402,480,309,Male,29,V
3731,136,232,312,Male,43,V
3732,275,564,370,Male,34,II
3733,233,497,274,Female,71,IV
3734,89,545,292,Male,47,I
3735,344,542,296,Female,58,II
3736,296,623,299,Female,43,V
3737,152,388,334,Male,65,III
3738,214,542,296,Male,40,II
3739,470,888,280,Female,63,V
3740,690,817,306,Female,57,V
3741,217,352,307,Male,38,III
3742,128,691,274,Male,41,III
3743,150,508,289,Female,47,V
3744,679,976,275,Female,58,III
3745,248,630,233,Male,27,II
3746,129,635,287,Female,40,II
3747,181,476,320,Male,54,V
3748,671,1145,282,Female,50,I
3749,418,524,288,Male,57,V
3750,309,862,307,Female,63,II
3751,309,506,263,Female,34,III
3752,361,768,312,Female,70,V
3753,276,378,302,Female,70,I
3754,286,815,269,Male,47,III
3755,513,513,354,Female,60,III
3756,968,1187,274,Female,57,V
3757,261,528,266,Female,51,V
3758,310,1320,251,Male,38,V
3759,161,582,293,Male,63,V
3760,253,456,217,Male,45,II
3761,250,478,281,Male,34,V
3762,1000,1387,298,Male,53,IV
3763,63,469,277,Female,44,II
3764,76,687,290,Male,31,V
3765,443,846,308,Female,61,I
3766,325,474,288,Female,74,IV
3767,355,807,270,Female,52,III
3768,379,1031,287,Female,47,III
3769,434,680,272,Female,44,III
3770,401,843,262,Female,46,I
3771,122,448,320,Female,46,I
3772,650,900,275,Male,49,III
3773,776,892,236,Male,51,V
3774,622,712,274,Female,42,I
3775,745,1107,262,Male,42,I
3776,271,615,265,Female,64,III
3777,874,1196,308,Male,50,I
3778,185,513,297,Female,38,V
3779,603,1198,278,Female,47,III
3780,627,957,215,Female,44,I
3781,496,496,255,Female,70,III
3782,325,598,312,Male,43,I
3783,155,322,290,Female,50,IV
3784,853,1115,316,Female,65,IV
3785,540,959,278,Male,65,V
3786,272,366,290,Female,67,III
3787,603,1133,275,Female,32,IV
3788,202,313,293,Male,51,III
3789,222,563,316,Female,53,V
3790,333,799,260,Male,52,III
3791,63,199,304,Female,41,II
3792,73,73,292,Female,33,III
3793,345,458,323,Female,54,III
3794,326,544,269,Male,42,IV
3795,110,569,271,Female,30,II
3796,83,567,280,Female,58,II
3797,124,505,299,Female,44,IV
3798,73,463,258,Male,45,II
3799,160,745,324,Female,50,II
3800,624,905,268,Male,47,III
3801,219,537,219,Male,65,II
3802,756,1117,315,Female,50,IV
3803,119,296,333,Male,57,III
3804,347,816,322,Female,56,IV
3805,277,613,252,Female,51,IV
3806,94,206,254,Male,47,I
3807,1000,1442,228,Male,42,I
3808,196,430,308,Female,49,I
3809,546,940,292,Female,39,I
3810,696,1064,264,Female,59,III
3811,251,678,268,Male,49,IV
3812,198,472,282,Female,70,II
3813,246,861,270,Female,48,V
3814,189,334,286,Female,41,I
3815,141,588,324,Male,44,IV
3816,223,317,289,Male,55,II
3817,280,544,282,Female,37,IV
3818,136,388,299,Female,59,V
3819,374,679,298,Male,30,II
3820,340,841,272,Male,59,II
3821,1000,1068,275,Female,61,I
3822,277,629,265,Male,55,V
3823,355,797,266,Male,55,III
3824,409,736,305,Female,76,III
3825,184,358,291,Female,52,III
3826,365,590,324,Female,59,II
3827,259,573,238,Male,63,I
3828,744,1322,238,Female,43,IV
3829,235,652,274,Male,49,II
3830,294,353,343,Male,48,III
3831,241,514,273,Female,42,IV
3832,762,957,269,Male,52,II
3833,95,545,344,Male,51,IV
3834,66,341,278,Female,42,I
3835,293,603,281,Female,50,IV
3836,283,510,289,Female,38,II
3837,347,624,282,Female,53,III
3838,165,742,298,Male,38,II
3839,1000,1353,286,Female,40,V
3840,128,483,318,Female,79,I
3841,321,687,315,Male,49,I
3842,187,390,280,Female,70,I
3843,1000,1423,253,Female,63,V
3844,233,520,288,Male,37,I
3845,548,898,280,Female,53,I
3846,180,608,271,Female,51,IV
3847,381,649,303,Male,57,V
3848,398,533,279,Male,78,V
3849,210,367,294,Male,57,III
3850,125,386,267,Male,65,IV
3851,235,618,245,Male,49,IV
3852,381,771,227,Female,49,IV
3853,318,870,267,Female,62,III
3854,665,1107,243,Male,49,II
3855,241,563,354,Female,60,IV
3856,527,839,251,Male,65,IV
3857,532,866,270,Female,18,III
3858,450,814,250,Female,52,I
3859,175,441,269,Female,51,I
3860,405,1106,213,Female,47,I
3861,613,963,274,Male,43,III
3862,209,485,289,Female,47,I
3863,194,559,360,Female,26,IV
3864,87,481,276,Female,45,III
3865,124,520,277,Female,51,II
3866,654,1035,301,Male,28,II
3867,486,588,287,Male,34,II
3868,367,745,255,Female,61,II
3869,235,339,262,Female,71,III
3870,491,837,302,Male,44,I
3871,344,810,320,Male,27,V
3872,303,743,246,Female,30,I
3873,163,432,265,Male,50,I
3874,155,435,280,Male,43,I
3875,733,1034,308,Male,58,I
3876,233,566,277,Male,50,I
3877,193,425,285,Male,51,I
3878,833,1207,298,Male,39,III
3879,179,556,247,Male,58,III
3880,216,406,297,Female,71,V
3881,642,1056,214,Female,50,V
3882,372,810,294,Female,37,IV
3883,395,395,290,Male,53,V
3884,311,553,320,Male,50,I
3885,305,584,244,Male,72,III
3886,227,471,334,Female,61,I
3887,205,678,315,Male,41,III
3888,520,520,227,Male,57,III
3889,1000,1144,280,Male,56,I
3890,331,598,304,Female,59,II
3891,214,450,289,Female,51,I
3892,822,1214,305,Male,40,II
3893,277,556,310,Male,64,II
3894,173,459,306,Female,47,I
3895,118,313,296,Male,55,II
3896,240,532,297,Male,55,III
3897,821,930,303,Female,57,III
3898,363,772,286,Female,53,I
3899,362,438,257,Female,59,I
3900,286,724,326,Male,58,III
3901,471,628,198,Male,69,I
3902,326,671,298,Male,73,I
3903,848,932,285,Male,45,I
3904,665,1004,259,Male,52,IV
3905,1000,1563,293,Female,55,V
3906,307,551,282,Female,26,III
3907,100,529,302,Male,49,II
3908,798,1202,285,Female,53,II
3909,126,225,231,Female,56,IV
3910,64,610,262,Female,42,I
3911,380,696,326,Female,53,IV
3912,185,608,276,Female,44,II
3913,850,1093,296,Male,30,III
3914,137,147,341,Male,19,IV
3915,365,793,290,Female,64,IV
3916,190,613,299,Male,36,I
3917,257,840,258,Female,51,III
3918,141,664,327,Female,62,V
3919,310,565,277,Female,37,II
3920,600,908,220,Male,53,V
3921,780,1123,261,Female,40,I
3922,99,628,264,Male,38,IV
3923,521,1160,310,Female,24,III
3924,278,758,348,Female,46,II
3925,263,830,272,Male,59,V
3926,254,634,294,Male,37,III
3927,242,813,258,Female,49,I
3928,179,413,364,Female,45,III
3929,481,1045,250,Male,58,IV
3930,271,726,262,Female,90,I
3931,84,84,291,Male,38,II
3932,276,584,251,Female,57,I
3933,165,660,316,Female,35,II
3934,376,569,340,Female,46,V
3935,1000,1593,251,Male,30,III
3936,218,941,276,Female,44,II
3937,839,946,261,Male,46,III
3938,44,293,290,Male,58,IV
3939,452,925,276,Female,58,III
3940,251,598,320,Female,47,I
3941,261,404,309,Male,53,IV
3942,225,543,260,Female,67,III
3943,414,660,253,Female,27,II
3944,323,505,303,Female,42,IV
3945,1000,1018,322,Male,61,III
3946,446,475,289,Male,43,III
3947,243,514,271,Female,57,IV
3948,197,640,321,Female,44,II
3949,544,773,270,Female,52,I
3950,129,317,329,Male,48,I
3951,334,573,339,Female,60,IV
3952,104,606,295,Female,69,II
3953,301,695,317,Female,54,III
3954,249,599,298,Male,60,I
3955,299,517,269,Male,42,II
3956,1000,1092,275,Male,54,III
3957,476,598,242,Male,38,III
3958,283,613,249,Female,69,IV
3959,210,480,244,Female,57,I
3960,151,392,304,Female,54,III
3961,118,276,379,Male,44,II
3962,472,874,279,Female,79,I
3963,349,761,290,Female,44,III
3964,185,762,273,Male,64,IV
3965,1000,1191,285,Female,60,V
3966,1000,1403,277,Female,45,III
3967,348,348,293,Female,40,I
3968,298,670,256,Male,55,I
3969,168,285,273,Male,67,II
3970,1000,1152,333,Male,41,V
3971,1000,1089,316,Male,41,I
3972,544,643,268,Female,61,II
3973,631,661,256,Male,48,II
3974,260,639,329,Female,33,II
3975,709,1228,294,Female,52,V
3976,1000,1136,304,Female,35,V
3977,77,185,320,Female,51,II
3978,406,755,282,Female,60,II
3979,1000,1136,233,Male,52,III
3980,226,474,289,Female,42,I
3981,355,874,315,Male,44,V
3982,94,264,281,Female,73,I
3983,251,580,314,Male,49,IV
3984,187,500,304,Male,44,III
3985,243,581,307,Male,55,I
3986,148,535,319,Female,43,II
3987,336,431,260,Female,38,I
3988,279,622,311,Male,52,III
3989,371,775,343,Female,60,IV
3990,156,780,230,Male,59,II
3991,448,730,269,Male,58,V
3992,263,631,273,Male,47,V
3993,230,522,326,Female,62,IV
3994,301,547,243,Male,51,III
3995,1000,1295,306,Female,40,III
3996,513,841,269,Male,68,III
3997,376,715,332,Female,55,IV
3998,544,928,301,Female,36,II
3999,413,784,289,Female,53,II
4000,381,660,257,Male,53,IV
4001,127,567,308,Female,52,III
4002,181,588,276,Male,65,II
4003,519,897,303,Male,50,I
4004,657,989,261,Male,48,I
4005,202,446,300,Male,54,IV
4006,342,527,273,Female,33,III
4007,416,890,280,Female,39,III
4008,218,533,304,Male,41,V
4009,826,1032,272,Male,49,III
4010,1000,1221,288,Male,65,I
4011,220,742,271,Female,40,I
4012,99,500,304,Female,33,IV
4013,664,942,275,Male,49,V
4014,151,433,304,Female,50,I
4015,634,851,252,Female,52,III
4016,97,500,314,Female,46,IV
4017,98,698,265,Male,37,I
4018,1000,1335,231,Female,39,II
4019,276,534,317,Male,61,III
4020,152,251,260,Female,58,V
4021,319,824,291,Female,68,I
4022,951,1163,275,Female,58,I
4023,38,382,262,Female,43,I
4024,181,409,309,Female,53,III
4025,96,651,299,Female,63,I
4026,185,608,302,Male,46,IV
4027,394,880,193,Male,58,V
4028,254,610,294,Female,52,III
4029,200,744,307,Male,45,II
4030,67,402,290,Male,54,III
4031,403,582,307,Female,62,IV
4032,150,755,254,Male,34,I
4033,63,111,295,Female,36,II
4034,163,341,277,Female,58,II
4035,337,454,313,Female,50,III
4036,446,489,312,Male,62,I
4037,596,934,262,Female,51,I
4038,206,521,315,Male,43,IV
4039,513,611,293,Male,59,II
4040,305,1006,317,Female,46,I
4041,101,429,309,Male,54,IV
4042,196,592,312,Male,40,II
4043,648,792,240,Male,68,IV
4044,182,619,268,Female,54,I
4045,464,589,333,Female,51,III
4046,243,564,258,Female,50,II
4047,365,716,285,Male,61,V
4048,121,490,283,Male,47,IV
4049,377,651,265,Female,54,V
4050,500,500,370,Female,46,III
4051,427,711,281,Male,53,I
4052,142,412,263,Male,47,I
4053,252,598,315,Male,52,V
4054,260,443,299,Male,50,III
4055,215,408,343,Male,48,IV
4056,371,580,311,Male,47,III
4057,587,651,332,Female,46,I
4058,444,934,257,Female,53,II
4059,164,442,339,Female,36,V
4060,263,433,309,Male,61,I
4061,347,632,299,Male,31,IV
4062,474,792,318,Male,39,IV
4063,225,774,286,Male,37,I
4064,117,464,304,Male,40,III
4065,693,1023,323,Male,36,I
4066,286,465,244,Female,39,V
4067,599,956,255,Female,24,II
4068,542,928,323,Female,69,I
4069,223,732,292,Male,56,III
4070,147,566,316,Male,54,II
4071,454,696,246,Male,26,I
4072,350,631,274,Male,60,III
4073,597,781,293,Male,62,II
4074,387,806,328,Female,56,V
4075,208,423,333,Male,53,IV
4076,272,614,319,Female,40,I
4077,1000,1381,288,Male,40,II
4078,277,657,299,Female,36,I
4079,234,402,242,Female,64,I
4080,732,1227,285,Female,59,IV
4081,395,642,289,Male,51,III
4082,501,793,308,Male,55,II
4083,818,1138,262,Female,59,I
4084,206,216,293,Female,40,IV
4085,286,554,309,Female,50,IV
4086,386,494,263,Male,57,III
4087,170,542,275,Female,47,IV
4088,248,773,296,Male,54,II
4089,494,699,338,Male,56,V
4090,150,218,376,Female,49,IV
4091,1000,1340,276,Female,36,III
4092,360,891,276,Male,46,IV
4093,864,1444,242,Male,54,IV
4094,334,403,268,Female,52,I
4095,440,694,288,Female,43,IV
4096,428,789,277,Male,36,IV
4097,370,598,217,Female,39,V
4098,359,615,317,Female,53,IV
4099,229,591,323,Female,41,III
4100,241,498,302,Female,30,II
4101,144,435,221,Male,55,V
4102,288,691,319,Male,56,IV
4103,198,476,286,Male,51,V
4104,101,191,320,Female,52,I
4105,483,790,289,Female,61,II
4106,104,496,329,Male,45,I
4107,217,449,258,Female,66,I
4108,1000,1574,252,Female,51,III
4109,368,519,285,Male,44,V
4110,113,393,288,Male,33,IV
4111,283,503,312,Male,46,III
4112,443,645,313,Male,42,III
4113,129,570,300,Male,49,V
4114,398,660,351,Female,47,II
4115,417,629,294,Female,49,I
4116,210,421,295,Female,41,I
4117,188,489,296,Female,55,IV
4118,278,689,313,Female,66,V
4119,897,1258,288,Female,36,IV
4120,747,965,268,Female,46,III
4121,531,757,306,Female,50,II
4122,245,586,279,Female,64,IV
4123,209,785,294,Male,59,V
4124,78,534,297,Male,58,I
4125,202,281,297,Male,58,V
4126,319,603,235,Male,48,IV
4127,616,945,277,Male,58,V
4128,524,685,259,Male,58,IV
4129,544,795,317,Male,63,V
4130,228,571,271,Female,36,I
4131,493,523,312,Male,36,III
4132,295,450,312,Female,72,I
4133,380,383,319,Male,51,III
4134,397,652,321,Female,42,IV
4135,693,900,303,Male,38,II
4136,189,471,280,Male,58,II
4137,951,1118,246,Male,59,III
4138,401,941,292,Male,51,V
4139,306,682,314,Male,62,II
4140,218,605,241,Female,49,II
4141,81,609,323,Female,40,IV
4142,296,302,352,Female,42,I
4143,450,532,295,Male,51,IV
4144,243,243,262,Male,61,V
4145,376,601,297,Female,48,II
4146,285,810,297,Female,48,I
4147,900,1482,275,Female,38,II
4148,494,849,299,Male,62,I
4149,1000,1542,310,Female,50,I
4150,689,689,272,Female,49,II
4151,224,426,251,Male,57,III
4152,290,374,308,Female,54,II
4153,541,791,341,Male,43,IV
4154,354,538,292,Male,51,V
4155,568,950,216,Male,32,V
4156,87,413,309,Male,32,II
4157,305,468,267,Female,68,I
4158,336,457,250,Female,46,I
4159,386,892,313,Female,50,V
4160,88,356,293,Female,59,II
4161,216,385,317,Male,49,III
4162,589,1016,270,Female,58,IV
4163,181,310,244,Male,53,V
4164,337,688,315,Male,59,V
4165,297,654,282,Male,28,II
4166,158,656,324,Male,57,IV
4167,508,633,322,Female,40,V
4168,429,533,310,Female,29,I
4169,688,1017,285,Male,49,IV
4170,237,693,268,Male,42,II
4171,99,99,292,Male,25,III
4172,1000,1321,319,Male,21,II
4173,225,535,263,Female,34,II
4174,219,565,310,Female,50,I
4175,301,964,285,Male,45,III
4176,396,406,253,Male,47,II
4177,146,280,259,Female,50,II
4178,73,568,288,Female,66,V
4179,147,599,287,Male,45,III
4180,251,623,253,Female,61,I
4181,226,277,342,Female,50,III
4182,273,737,263,Female,56,II
4183,286,531,238,Male,52,III
4184,198,436,303,Female,70,II
4185,251,593,234,Male,39,I
4186,179,722,314,Male,35,I
4187,61,283,261,Male,63,IV
4188,207,446,257,Female,63,I
4189,264,557,265,Male,68,IV
4190,78,165,294,Male,52,IV
4191,95,305,291,Male,64,I
4192,457,457,287,Male,51,IV
4193,82,304,231,Female,58,I
4194,196,278,273,Female,42,I
4195,333,556,292,Female,58,I
4196,294,466,336,Male,38,V
4197,235,690,333,Female,61,IV
4198,215,257,342,Male,51,II
4199,186,602,340,Male,55,V
4200,141,501,277,Male,34,II
4201,114,457,319,Female,43,I
4202,105,260,322,Male,68,I
4203,256,433,240,Female,53,V
4204,644,935,247,Female,84,I
4205,75,431,289,Male,34,V
4206,134,323,266,Male,54,III
4207,513,1153,251,Male,35,II
4208,173,476,280,Male,64,III
4209,350,590,307,Female,52,III
4210,294,628,202,Male,43,III
4211,569,915,242,Female,59,II
4212,330,689,327,Male,41,III
4213,242,242,294,Female,48,III
4214,381,759,269,Male,41,IV
4215,394,491,267,Female,31,IV
4216,232,444,300,Male,65,V
4217,356,856,301,Female,52,V
4218,352,918,311,Female,56,I
4219,115,585,279,Male,42,II
4220,459,560,287,Female,37,V
4221,414,734,331,Male,58,II
4222,949,1533,275,Female,54,V
4223,98,399,278,Male,53,V
4224,546,920,263,Male,55,I
4225,297,503,303,Male,63,III
4226,426,782,273,Male,49,V
4227,397,691,295,Male,59,II
4228,85,85,230,Female,55,IV
4229,149,209,321,Male,62,V
4230,430,820,294,Female,50,I
4231,548,965,244,Female,64,V
4232,174,587,302,Female,61,III
4233,130,290,324,Female,80,III
4234,519,816,248,Female,18,IV
4235,149,378,297,Male,32,II
4236,311,556,307,Female,27,II
4237,747,1142,267,Female,45,III
4238,145,381,314,Female,69,III
4239,337,559,233,Female,34,V
4240,164,309,293,Female,43,V
4241,334,334,335,Female,58,III
4242,261,390,264,Male,47,IV
4243,171,524,258,Male,58,V
4244,744,1083,233,Male,68,IV
4245,472,627,290,Male,50,II
4246,1000,1378,287,Male,34,IV
4247,616,1065,278,Female,55,IV
4248,99,420,228,Female,52,IV
4249,235,469,297,Female,26,IV
4250,160,415,252,Female,41,IV
4251,821,1074,270,Male,55,III
4252,238,576,288,Male,55,I
4253,451,652,214,Female,61,IV
4254,555,777,304,Male,53,I
4255,389,809,313,Male,60,I
4256,285,675,248,Male,29,I
4257,557,1007,215,Male,52,I
4258,224,224,270,Male,32,III
4259,39,226,308,Male,42,III
4260,685,1197,311,Female,49,IV
4261,166,264,288,Male,46,I
4262,214,253,273,Male,43,II
4263,174,652,284,Female,54,III
4264,1000,1195,270,Male,38,I
4265,753,817,305,Male,38,III
4266,329,794,273,Female,47,III
4267,283,707,355,Male,49,I
4268,298,586,234,Male,67,I
4269,580,1002,335,Male,34,I
4270,499,743,277,Female,47,I
4271,404,842,309,Male,59,III
4272,193,563,309,Female,47,V
4273,344,724,240,Male,42,IV
4274,76,459,274,Female,55,I
4275,682,1038,290,Female,56,III
4276,510,691,266,Female,41,IV
4277,160,468,327,Male,53,III
4278,235,511,253,Male,35,IV
4279,379,934,286,Male,63,II
4280,287,498,277,Female,33,I
4281,308,308,327,Female,33,I
4282,225,538,334,Female,54,I
4283,180,394,274,Female,60,III
4284,162,650,251,Male,58,IV
4285,267,636,255,Male,59,IV
4286,939,1191,333,Male,56,IV
4287,165,585,284,Male,60,IV
4288,149,442,344,Female,34,V
4289,416,849,348,Female,33,IV
4290,101,270,310,Female,42,III
4291,207,450,308,Female,59,V
4292,828,1371,253,Male,38,V
4293,230,627,220,Male,47,II
4294,307,485,262,Male,44,IV
4295,342,488,260,Male,43,I
4296,271,417,270,Female,36,I
4297,500,669,243,Male,55,I
4298,350,413,303,Female,68,I
4299,311,875,315,Female,73,II
4300,664,818,334,Female,49,II
4301,295,454,257,Female,51,IV
4302,215,619,290,Female,59,III
4303,327,474,265,Male,54,IV
4304,299,597,265,Female,51,V
4305,225,618,313,Female,51,V
4306,561,650,277,Male,44,V
4307,228,479,375,Male,52,IV
4308,252,547,274,Female,44,V
4309,687,844,322,Male,80,I
4310,359,632,285,Male,71,III
4311,570,745,272,Female,58,III
4312,652,899,319,Female,55,II
4313,256,550,283,Male,41,III
4314,44,44,213,Male,54,IV
4315,97,364,321,Male,62,V
4316,366,648,285,Female,58,III
4317,961,1010,300,Male,45,III
4318,167,560,339,Male,43,III
4319,421,919,283,Male,68,IV
4320,526,983,210,Male,58,I
4321,102,295,293,Male,44,IV
4322,763,1205,298,Male,44,V
4323,1000,1246,226,Male,48,V
4324,626,1205,292,Female,47,I
4325,177,656,279,Male,46,IV
4326,197,621,291,Female,56,II
